type,landuse,floors,area,year,pop2011,pop2022,ID,weight,weight_share,p11_alloc,p22_alloc,delta_pop,delta_pct,dens11,dens22,delta_dens
Residential building,Urban,1,63.114,2011,594,507,94,63.114,0.0032323730193495,1.920029573493603,1.6388131208101966,-0.28121645268340645,-14.646464646464644,0.030421611266812483,0.02596592072773389,-0.0044556905390785925
Residential building,Urban,1,73.571,2011,594,507,95,73.571,0.0037679265362132,2.238148362510641,1.9103387538600924,-0.3278096086505484,-14.646464646464647,0.03042161126681221,0.02596592072773365,-0.004455690539078558
Residential building,Urban,1,75.19199999999998,2011,594,507,96,75.19199999999998,0.0038509457817747,2.287461794374172,1.9524295113597727,-0.33503228301439947,-14.646464646464668,0.030421611266812598,0.025965920727733977,-0.00445569053907862
Residential building,Urban,1,70.038,2011,594,507,97,70.038,0.0035869845284596,2.130668809905002,1.8186011559290167,-0.31206765397598546,-14.64646464646466,0.030421611266812334,0.025965920727733755,-0.004455690539078579
Residential building,Urban,1,57.119,2011,594,507,98,57.119,0.0029253400908233,1.7376520139490403,1.4831474260474131,-0.2545045879016272,-14.646464646464652,0.0304216112668121,0.025965920727733557,-0.004455690539078544
Residential building,Urban,1,64.829,2011,594,507,99,64.829,0.0033202064592865,1.972202636816181,1.6833446748582557,-0.28885796195792524,-14.646464646464633,0.0304216112668124,0.02596592072773382,-0.004455690539078579
Residential building,Urban,1,35.691,2011,594,507,100,35.691,0.0018279086325316,1.0857777277237703,0.9267496766935212,-0.1590280510302492,-14.646464646464647,0.03042161126681153,0.02596592072773307,-0.004455690539078457
Residential building,Urban,1,136.297,2011,594,507,101,136.297,0.0069804282000551,4.14637435083273,3.539077097427936,-0.6072972534047936,-14.64646464646464,0.0304216112668124,0.025965920727733818,-0.004455690539078582
Residential building,Urban,1,63.334,2011,594,507,102,63.334,0.0032436402827816,1.9267223279722705,1.6445256233702712,-0.2821967046019993,-14.646464646464652,0.030421611266811987,0.025965920727733464,-0.004455690539078523
Residential building,Urban,1,48.342,2011,594,507,103,48.342,0.0024758274947142,1.4706415318602348,1.2552445398200995,-0.2153969920401353,-14.646464646464638,0.030421611266812188,0.025965920727733637,-0.004455690539078551
Residential building,Urban,1,76.887,2011,594,507,104,76.887,0.003937754925036,2.339026425471384,1.996441746993252,-0.3425846784781319,-14.646464646464644,0.030421611266812126,0.025965920727733585,-0.0044556905390785405
Residential building,Urban,1,71.348,2011,594,507,105,71.348,0.0036540759607147,2.170521120664532,1.852616512082353,-0.31790460858217906,-14.646464646464652,0.030421611266812414,0.025965920727733825,-0.004455690539078589
Residential building,Urban,1,113.876,2011,594,507,106,113.876,0.0058321404118174,3.4642914046195354,2.956895188791422,-0.5073962158281136,-14.64646464646464,0.030421611266812455,0.025965920727733866,-0.004455690539078589
Residential building,Urban,1,69.425,2011,594,507,107,69.425,0.0035555898353509,2.1120203621984346,1.8026840465229064,-0.3093363156755282,-14.646464646464644,0.030421611266812167,0.02596592072773362,-0.004455690539078547
Residential building,Urban,1,94.092,2011,594,507,108,94.092,0.0048189061402642,2.8624302473169347,2.443185413113949,-0.41924483420298575,-14.64646464646466,0.03042161126681264,0.025965920727734015,-0.004455690539078624
Residential building,Urban,1,79.113,2011,594,507,109,79.113,0.0040517591450359,2.406744932151325,2.0542418865332013,-0.3525030456181235,-14.646464646464654,0.03042161126681234,0.025965920727733766,-0.004455690539078575
Residential building,Urban,1,74.149,2011,594,507,110,74.149,0.0037975287101395,2.2557320538228627,1.9253470560407264,-0.33038499778213626,-14.646464646464638,0.030421611266812264,0.025965920727733703,-0.004455690539078561
Residential building,Urban,1,57.003,2011,594,507,111,57.003,0.0029193991701045,1.734123107042073,1.4801353792429814,-0.2539877277990916,-14.646464646464652,0.0304216112668118,0.025965920727733304,-0.004455690539078495
Residential building,Urban,1,53.617,2011,594,507,112,53.617,0.002745985742917,1.631115531292698,1.392214771658919,-0.23890075963377888,-14.64646464646464,0.030421611266812726,0.0259659207277341,-0.004455690539078627
Residential building,Urban,1,70.827,2011,594,507,113,70.827,0.003627393032314,2.154671461194516,1.839088267383198,-0.31558319381131783,-14.646464646464638,0.030421611266812316,0.025965920727733748,-0.004455690539078568
Residential building,Urban,1,70.14,2011,594,507,114,70.14,0.0035922084415054,2.1337718142542075,1.8212496798432376,-0.3125221344109699,-14.646464646464652,0.030421611266812195,0.02596592072773364,-0.004455690539078554
Residential building,Urban,1,67.175,2011,594,507,115,67.175,0.0034403564593403,2.043571736848138,1.7442607248855322,-0.2993110119626059,-14.646464646464638,0.030421611266812625,0.025965920727734012,-0.004455690539078613
Residential building,Urban,1,46.601,2011,594,507,116,46.601,0.0023866624690988,1.4176775066446872,1.2100378718330915,-0.20763963481159564,-14.646464646464649,0.030421611266811595,0.02596592072773313,-0.004455690539078464
Residential building,Urban,1,83.825,2011,594,507,117,83.825,0.0042930834418191,2.550091564440545,2.176593305002284,-0.3734982594382612,-14.64646464646463,0.030421611266812348,0.025965920727733776,-0.004455690539078572
Residential building,Urban,1,58.551,2011,594,507,118,58.551,0.0029986797327999,1.7812157612831403,1.5203306245295494,-0.26088513675359093,-14.646464646464628,0.030421611266812528,0.02596592072773393,-0.0044556905390785995
Residential building,Urban,1,36.611,2011,594,507,119,36.611,0.0018750262796115,1.113765610089231,0.9506383237630306,-0.16312728632620044,-14.64646464646464,0.030421611266811373,0.02596592072773294,-0.004455690539078433
Residential building,Urban,1,44.492,2011,594,507,120,44.492,0.0022786503846515,1.353518328482991,1.1552757450183104,-0.1982425834646806,-14.646464646464654,0.03042161126681181,0.02596592072773331,-0.004455690539078499
Residential building,Urban,1,38.911,2011,594,507,121,38.911,0.0019928203973113,1.1837353160029125,1.0103599414368292,-0.17337537456608332,-14.64646464646466,0.03042161126681176,0.025965920727733266,-0.004455690539078495
Residential building,Urban,1,110.625,2011,594,507,122,110.625,0.0056656409871905,3.365390746391157,2.872479980505584,-0.4929107658855729,-14.64646464646463,0.03042161126681272,0.02596592072773409,-0.004455690539078627
Residential building,Urban,1,76.373,2011,594,507,123,76.373,0.0039114305004718,2.323389717280249,1.9830952637392023,-0.3402944535410468,-14.646464646464658,0.030421611266812212,0.02596592072773365,-0.004455690539078561
Residential building,Urban,1,60.461,2011,594,507,124,60.461,0.0030965000653245,1.839321038802753,1.5699255331195214,-0.26939550568323156,-14.646464646464649,0.030421611266812542,0.025965920727733936,-0.004455690539078606
Residential building,Urban,2,81.536,2011,594,507,125,163.072,0.0083517053745819,4.960912992501648,4.234314624913023,-0.7265983675886254,-14.646464646464649,0.060843222533625,0.0519318414554678,-0.008911381078157199
Residential building,Urban,1,70.561,2011,594,507,126,70.561,0.0036137698865279,2.1465793125975727,1.8321813324696448,-0.31439798012792797,-14.646464646464677,0.030421611266812722,0.02596592072773408,-0.004455690539078641
Residential building,Urban,1,49.163,2011,594,507,127,49.163,0.0025178748732496,1.4956176747102623,1.2765625607375473,-0.21905511397271504,-14.646464646464638,0.030421611266811675,0.0259659207277332,-0.0044556905390784746
Residential building,Urban,1,78.67499999999998,2011,594,507,128,78.67499999999998,0.0040293270478392,2.3934202664164848,2.0428688132544743,-0.3505514531620104,-14.646464646464647,0.03042161126681265,0.02596592072773403,-0.00445569053907862
Residential building,Urban,1,166.465,2011,594,507,129,166.465,0.008525477305606,5.064133519529964,4.322416993942242,-0.741716525587722,-14.646464646464647,0.030421611266812625,0.02596592072773401,-0.004455690539078617
Residential building,Urban,1,79.406,2011,594,507,130,79.406,0.0040667650913342,2.4156584642525147,2.0618499013064397,-0.353808562946075,-14.64646464646463,0.030421611266812514,0.025965920727733918,-0.004455690539078596
Residential building,Urban,1,64.955,2011,594,507,131,64.955,0.0033266595283431,1.9760357598358016,1.686616380869952,-0.2894193789658497,-14.646464646464644,0.030421611266812434,0.025965920727733845,-0.004455690539078589
Residential building,Urban,1,77.76,2011,594,507,132,77.76,0.0039824654749282,2.365584492107351,2.0191099957885976,-0.3464744963187534,-14.646464646464644,0.03042161126681264,0.025965920727734022,-0.004455690539078617
Residential building,Urban,1,84.75499999999998,2011,594,507,133,84.75499999999998,0.0043407132372368,2.578383662918659,2.200741611279057,-0.3776420516396022,-14.646464646464668,0.0304216112668121,0.025965920727733554,-0.004455690539078547
Residential building,Urban,1,88.96299999999998,2011,594,507,134,88.96299999999998,0.0045562252577937,2.706397803129458,2.310006205701406,-0.39639159742805186,-14.646464646464644,0.030421611266812705,0.025965920727734078,-0.004455690539078627
Residential building,Urban,1,54.988,2011,594,507,135,54.988,0.0028162012800328,1.6728235603394832,1.4278140489766296,-0.24500951136285365,-14.646464646464649,0.030421611266812455,0.025965920727733863,-0.0044556905390785925
Residential building,Urban,1,78.07599999999998,2011,594,507,136,78.07599999999998,0.0039986493624034,2.3751977212676194,2.027315226738524,-0.34788249452909525,-14.646464646464624,0.03042161126681208,0.02596592072773355,-0.00445569053907853
