type,landuse,floors,area,year,pop2011,pop2022,ID,weight,weight_share,p11_alloc,p22_alloc,delta_pop,delta_pct,dens11,dens22,delta_dens
Residential building,Urban,1,49.66,2011,594,507,137,49.66,0.0025433286456395,1.5107372155098628,1.2894676233392264,-0.22126959217063646,-14.646464646464647,0.030421611266811577,0.025965920727733113,-0.004455690539078464
Residential building,Urban,1,47.792,2011,594,507,138,47.792,0.0024476593361338,1.4539096456634772,1.2409632834198367,-0.2129463622436405,-14.646464646464638,0.03042161126681196,0.025965920727733443,-0.004455690539078516
Residential building,Urban,1,66.065,2011,594,507,139,66.065,0.0033835079938417,2.00980374834197,1.7154385528777418,-0.2943651954642281,-14.646464646464658,0.030421611266812535,0.02596592072773393,-0.004455690539078606
Residential building,Urban,1,67.918,2011,594,507,140,67.918,0.0034784090808407,2.066174994019376,1.7635534039862348,-0.30262159003314104,-14.646464646464652,0.030421611266812563,0.025965920727733953,-0.00445569053907861
Residential building,Urban,1,79.92499999999998,2011,594,507,141,79.92499999999998,0.0040933455900673,2.431447280499976,2.075326214164121,-0.35612106633585494,-14.64646464646464,0.030421611266812344,0.02596592072773377,-0.004455690539078575
Residential building,Urban,1,108.448,2011,594,507,142,108.448,0.0055541462940459,3.2991628986632646,2.815952171081271,-0.48321072758199346,-14.646464646464652,0.03042161126681234,0.025965920727733766,-0.004455690539078575
Residential building,Urban,1,59.231,2011,594,507,143,59.231,0.003033505819772,1.801902456944568,1.537987450624404,-0.26391500632016407,-14.646464646464649,0.03042161126681245,0.025965920727733856,-0.0044556905390785925
Residential building,Urban,1,42.459,2011,594,507,144,42.459,0.0021745306275717,1.2916711927775897,1.102487028178852,-0.18918416459873777,-14.646464646464638,0.030421611266812445,0.025965920727733856,-0.004455690539078589
Residential building,Urban,1,95.596,2011,594,507,145,95.596,0.0048959332502731,2.9081843506622214,2.4822381578884616,-0.4259461927737598,-14.646464646464649,0.030421611266812643,0.025965920727734022,-0.00445569053907862
Residential building,Urban,1,96.133,2011,594,507,146,96.133,0.0049234356160143,2.924520755912494,2.49618185731925,-0.42833889859324437,-14.646464646464654,0.030421611266812587,0.02596592072773397,-0.004455690539078617
Residential building,Urban,1,64.298,2011,594,507,147,64.298,0.003293011382548,1.956048761233512,1.669556770951836,-0.28649199028167605,-14.646464646464649,0.030421611266812528,0.025965920727733925,-0.004455690539078603
Residential building,Urban,1,52.886,2011,594,507,148,52.886,0.0027085476994219,1.6088773334566089,1.3732336836069037,-0.2356436498497052,-14.646464646464638,0.0304216112668118,0.025965920727733304,-0.004455690539078495
Residential building,Urban,1,83.41899999999998,2011,594,507,149,83.41899999999998,0.0042722902193034,2.53774039026622,2.1660511411868235,-0.3716892490793966,-14.646464646464674,0.030421611266812365,0.025965920727733776,-0.004455690539078589
Residential building,Urban,1,73.55899999999998,2011,594,507,150,73.55899999999998,0.0037673119582078,2.237783303175433,1.9100271628113548,-0.3277561403640783,-14.646464646464633,0.030421611266812133,0.025965920727733592,-0.0044556905390785405
Residential building,Urban,1,51.292,2011,594,507,151,51.292,0.0026269112543726,1.5603852850973243,1.331844005966908,-0.22854127913041622,-14.646464646464649,0.030421611266812063,0.025965920727733526,-0.004455690539078537
Residential building,Urban,2,51.603,2011,594,507,152,103.206,0.005285678135358,3.139692812402652,2.679838814626506,-0.459853997776146,-14.646464646464647,0.06084322253362502,0.05193184145546782,-0.008911381078157199
Residential building,Urban,1,40.922,2011,594,507,153,40.922,0.0020958134280479,1.2449131762604524,1.0625774080202852,-0.18233576824016717,-14.646464646464638,0.03042161126681131,0.025965920727732888,-0.0044556905390784225
Residential building,Urban,1,66.687,2011,594,507,154,66.687,0.0034153636204544,2.0287259905499138,1.7315893555703807,-0.297136634979533,-14.646464646464658,0.03042161126681233,0.02596592072773375,-0.004455690539078579
Residential building,Urban,1,64.432,2011,594,507,155,64.432,0.0032998741702748,1.960125257143231,1.6730362043293234,-0.2870890528139076,-14.646464646464649,0.030421611266812004,0.025965920727733478,-0.004455690539078527
Residential building,Urban,1,78.77599999999998,2011,594,507,156,78.77599999999998,0.0040344997460512,2.396492849154413,2.0454913712479588,-0.3510014779064541,-14.646464646464633,0.030421611266812396,0.025965920727733818,-0.004455690539078579
Residential building,Urban,1,53.068,2011,594,507,157,53.068,0.0027178687991704,1.6144140667072175,1.3779594811793927,-0.23645458552782483,-14.646464646464649,0.030421611266812722,0.02596592072773409,-0.004455690539078631
Residential building,Urban,1,69.131,2011,594,507,158,69.131,0.0035405326742189,2.1030764084860265,1.7950500658289823,-0.3080263426570442,-14.646464646464644,0.030421611266812667,0.025965920727734047,-0.00445569053907862
Residential building,Urban,1,67.427,2011,594,507,159,67.427,0.0034532625974535,2.051237982887379,1.750804136908925,-0.30043384597845413,-14.646464646464628,0.030421611266812684,0.025965920727734064,-0.00445569053907862
Residential building,Urban,1,77.48099999999998,2011,594,507,160,77.48099999999998,0.0039681765363028,2.3570968625638637,2.01186550390552,-0.34523135865834353,-14.64646464646464,0.03042161126681205,0.02596592072773352,-0.00445569053907853
Residential building,Urban,1,26.105,2011,594,507,161,26.105,0.0013369632358925,0.7941561621201451,0.6778403605974975,-0.11631580152264753,-14.646464646464649,0.03042161126681268,0.025965920727734057,-0.004455690539078624
Residential building,Urban,1,61.563,2011,594,507,162,61.563,0.0031529388121528,1.8728456544187635,1.5985399777614695,-0.274305676657294,-14.646464646464667,0.030421611266812264,0.025965920727733696,-0.004455690539078568
Residential building,Urban,1,79.927,2011,594,507,163,79.927,0.0040934480197349,2.4315081237225304,2.0753781460055944,-0.356129977716936,-14.646464646464635,0.030421611266812594,0.025965920727733984,-0.00445569053907861
Residential building,Urban,1,86.592,2011,594,507,164,86.592,0.0044347948868953,2.634268162815808,2.248441007655917,-0.3858271551598911,-14.646464646464647,0.030421611266812268,0.025965920727733703,-0.004455690539078565
Residential building,Urban,1,72.21299999999998,2011,594,507,165,72.21299999999998,0.0036983767919366,2.19683581441034,1.875077033511856,-0.3217587808984841,-14.646464646464644,0.030421611266812636,0.02596592072773402,-0.004455690539078617
Residential building,Urban,1,83.717,2011,594,507,166,83.717,0.0042875522397706,2.5468060304237365,2.1737889855636943,-0.3730170448600423,-14.646464646464649,0.030421611266812434,0.025965920727733845,-0.004455690539078589
Residential building,Urban,1,60.915,2011,594,507,167,60.915,0.0031197515998617,1.8531324503178497,1.581714061129882,-0.27141838918796757,-14.64646464646463,0.030421611266811945,0.025965920727733433,-0.004455690539078513
Residential building,Urban,1,62.334,2011,594,507,168,62.334,0.0031924254489991,1.8963007167054653,1.6185597026425438,-0.2777410140629215,-14.646464646464638,0.030421611266812094,0.02596592072773356,-0.0044556905390785335
Residential building,Urban,1,54.715,2011,594,507,169,54.715,0.0028022196304102,1.664518460463659,1.4207253526179715,-0.24379310784568742,-14.646464646464647,0.030421611266812736,0.025965920727734102,-0.004455690539078634
Residential building,Urban,1,66.888,2011,594,507,170,66.888,0.0034256578020447,2.034840734414552,1.736808505636663,-0.29803222877788893,-14.646464646464647,0.03042161126681246,0.025965920727733866,-0.0044556905390785925
Residential building,Urban,1,81.94199999999998,2011,594,507,171,81.94199999999998,0.0041966459098066,2.4928076704251207,2.1276994762719466,-0.3651081941531742,-14.646464646464644,0.030421611266812153,0.025965920727733606,-0.004455690539078547
Residential building,Urban,1,83.345,2011,594,507,172,83.345,0.0042685003216035,2.535489191032479,2.1641296630529743,-0.37135952797950456,-14.646464646464649,0.030421611266812393,0.025965920727733807,-0.004455690539078586
Residential building,Urban,1,63.354,2011,594,507,173,63.354,0.0032446645794573,1.927330760197636,1.645044941784851,-0.282285818412785,-14.646464646464644,0.030421611266812452,0.02596592072773386,-0.0044556905390785925
Residential building,Urban,2,64.915,2011,594,507,174,129.83,0.0066492218699836,3.9496377907702582,3.371155488081685,-0.578482302688573,-14.646464646464644,0.06084322253362486,0.051931841455467684,-0.008911381078157178
Residential building,Urban,1,68.367,2011,594,507,175,68.367,0.003501404541209,2.079834297478146,1.775212102392963,-0.30462219508518307,-14.646464646464649,0.030421611266812146,0.0259659207277336,-0.004455690539078547
Residential building,Urban,1,76.882,2011,594,507,176,76.882,0.0039374988508671,2.338874317415057,1.99631191738962,-0.34256240002543703,-14.646464646464622,0.030421611266812216,0.02596592072773367,-0.004455690539078547
Residential building,Urban,1,73.893,2011,594,507,177,73.893,0.0037844177126912,2.247944121338573,1.9186997803344383,-0.3292443410041346,-14.646464646464654,0.03042161126681246,0.025965920727733863,-0.004455690539078596
Residential building,Urban,2,83.63899999999998,2011,594,507,178,167.27799999999996,0.0085671149654712,5.088866289489893,4.343527287493899,-0.745339001995994,-14.646464646464638,0.06084322253362539,0.05193184145546814,-0.008911381078157248
Residential building,Urban,2,74.641,2011,594,507,179,149.282,0.0076454528167211,4.541398973132334,3.8762445780775976,-0.6651543950547363,-14.646464646464658,0.0608432225336254,0.05193184145546814,-0.008911381078157261
Residential building,Urban,2,97.012,2011,594,507,180,194.024,0.0099369069098183,5.902522704432069,5.038011803277878,-0.8645109011541914,-14.646464646464635,0.060843222533625424,0.05193184145546817,-0.008911381078157254
Residential building,Urban,1,98.489,2011,594,507,181,98.489,0.0050440977644059,2.9961940720571043,2.557357566553791,-0.4388365055033132,-14.646464646464644,0.03042161126681258,0.02596592072773397,-0.00445569053907861
Residential building,Urban,2,116.787,2011,594,507,182,233.574,0.0119624535859167,7.10569743003452,6.064963968059767,-1.040733461974753,-14.646464646464647,0.060843222533625486,0.05193184145546822,-0.008911381078157268
Residential building,Urban,1,88.58499999999998,2011,594,507,183,88.58499999999998,0.0045368660506239,2.6948984340705966,2.300191087666317,-0.3947073464042794,-14.646464646464649,0.030421611266812636,0.025965920727734015,-0.00445569053907862
Residential building,Urban,1,88.623,2011,594,507,184,88.623,0.0045388122143076,2.6960544552987145,2.301177792653953,-0.3948766626447613,-14.646464646464649,0.03042161126681239,0.025965920727733807,-0.004455690539078582
Residential building,Urban,1,105.384,2011,594,507,185,105.384,0.0053972240433363,3.205951081741762,2.736392589971504,-0.469558491770258,-14.646464646464644,0.030421611266812438,0.02596592072773385,-0.004455690539078589
Residential building,Urban,2,92.061,2011,594,507,186,184.122,0.0094297776257038,5.6012879096680575,4.780897256231826,-0.8203906534362311,-14.646464646464654,0.06084322253362506,0.05193184145546785,-0.008911381078157213
Residential building,Urban,1,68.093,2011,594,507,187,68.093,0.0034873716767526,2.0714987759910444,1.7680974401135685,-0.30340133587747586,-14.64646464646463,0.030421611266812216,0.025965920727733665,-0.004455690539078551
Residential building,Urban,1,46.296,2011,594,507,188,46.296,0.0023710419447952,1.4083989152083487,1.2021182660111664,-0.20628064919718225,-14.646464646464638,0.03042161126681244,0.025965920727733852,-0.004455690539078589
Residential building,Urban,1,50.83,2011,594,507,189,50.83,0.0026032500011651,1.5463305006920691,1.3198477505907056,-0.22648275010136354,-14.646464646464638,0.0304216112668123,0.02596592072773373,-0.004455690539078568
Residential building,Urban,1,99.505,2011,594,507,190,99.505,0.0050961320355289,3.0271024291041666,2.583738942013152,-0.4433634870910148,-14.646464646464663,0.03042161126681239,0.0259659207277338,-0.004455690539078589
Residential building,Urban,1,59.375,2011,594,507,191,59.375,0.0030408807558367,1.806283168967,1.5417265432092069,-0.26455662575779315,-14.646464646464658,0.030421611266812632,0.025965920727734012,-0.00445569053907862
Residential building,Urban,2,84.62099999999998,2011,594,507,192,169.24199999999996,0.00866770089902,5.148614334017879,4.39452435580314,-0.754089978214739,-14.64646464646463,0.060843222533624994,0.05193184145546781,-0.008911381078157185
Residential building,Urban,1,83.67799999999998,2011,594,507,193,83.67799999999998,0.0042855548612531,2.545619587584341,2.1727763146553216,-0.3728432729290194,-14.646464646464638,0.030421611266812563,0.025965920727733956,-0.004455690539078606
Residential building,Urban,1,42.863,2011,594,507,194,42.863,0.0021952214204198,1.3039615237293611,1.1129772601528385,-0.19098426357652265,-14.646464646464652,0.030421611266811963,0.025965920727733443,-0.00445569053907852
Residential building,Urban,1,20.824,2011,594,507,195,20.824,0.001066497698687,0.633499633020078,0.540714333234309,-0.092785299785769,-14.646464646464647,0.030421611266811272,0.025965920727732853,-0.004455690539078419
Residential building,Urban,1,48.593,2011,594,507,196,48.593,0.0024886824179936,1.4782773562881986,1.2617619859227551,-0.21651537036544344,-14.64646464646466,0.03042161126681206,0.025965920727733523,-0.004455690539078537
Residential building,Urban,1,58.041,2011,594,507,197,58.041,0.0029725601675708,1.7657007395370552,1.5070880049583957,-0.2586127345786595,-14.64646464646464,0.030421611266812344,0.02596592072773377,-0.004455690539078575
Residential building,Urban,1,57.504,2011,594,507,198,57.504,0.0029450578018296,1.7493643342867824,1.4931443055276072,-0.25622002875917516,-14.646464646464644,0.030421611266812438,0.02596592072773385,-0.004455690539078589
Residential building,Urban,2,67.386,2011,594,507,199,134.772,0.0069023255785368,4.099981393650859,3.499479068318158,-0.6005023253327013,-14.64646464646464,0.06084322253362508,0.05193184145546787,-0.008911381078157206
Residential building,Urban,1,73.89,2011,594,507,200,73.89,0.0037842640681898,2.2478528565047413,1.9186218825722283,-0.329230973932513,-14.646464646464663,0.030421611266812035,0.0259659207277335,-0.004455690539078537
Residential building,Urban,1,73.479,2011,594,507,201,73.479,0.0037632147715052,2.235349574274089,1.9079498891531363,-0.32739968512095263,-14.646464646464654,0.030421611266812136,0.02596592072773359,-0.004455690539078547
Residential building,Urban,1,84.909,2011,594,507,202,84.909,0.0043486003216393,2.583068591053744,2.204740363071125,-0.3783282279826192,-14.646464646464652,0.030421611266812046,0.025965920727733512,-0.0044556905390785335
Residential building,Urban,1,85.20099999999998,2011,594,507,203,85.20099999999998,0.0043635550531038,2.5919517015436573,2.2123224119236267,-0.3796292896200306,-14.646464646464647,0.0304216112668121,0.02596592072773356,-0.0044556905390785405
Residential building,Urban,2,21.287,2011,594,507,204,42.574,0.0021804203334567,1.2951696780732798,1.105473109062547,-0.18969656901073284,-14.646464646464644,0.06084322253362521,0.05193184145546798,-0.008911381078157227
Residential building,Urban,1,50.234,2011,594,507,205,50.234,0.0025727259602307,1.5281992203770358,1.304372061836965,-0.22382715854007085,-14.646464646464644,0.030421611266812035,0.025965920727733505,-0.00445569053907853
Residential building,Urban,1,89.977,2011,594,507,206,89.977,0.0046081570992491,2.737245316953965,2.336335649319294,-0.40090966763467106,-14.646464646464624,0.03042161126681224,0.025965920727733686,-0.004455690539078554
Residential building,Urban,2,77.875,2011,594,507,207,155.75,0.0079767103616264,4.738165954806082,4.044192153344585,-0.6939738014614969,-14.646464646464649,0.060843222533625445,0.05193184145546818,-0.008911381078157261
Residential building,Urban,2,103.301,2011,594,507,208,206.602,0.0105810870891347,6.285165730946012,5.3646111541912935,-0.9205545767547187,-14.646464646464644,0.06084322253362515,0.05193184145546794,-0.008911381078157213
Residential building,Urban,2,108.876,2011,594,507,209,217.752,0.0111521324858097,6.624366696570962,5.654131170305518,-0.9702355262654443,-14.646464646464652,0.060843222533625056,0.05193184145546785,-0.008911381078157206
Residential building,Urban,2,65.681,2011,594,507,210,131.362,0.0067276829953384,3.996243699231009,3.4109352786365688,-0.5853084205944401,-14.646464646464633,0.06084322253362478,0.05193184145546762,-0.008911381078157157
Residential building,Urban,1,56.895,2011,594,507,211,56.895,0.002913867968056,1.730837573025264,1.477331059804392,-0.25350651322087203,-14.646464646464647,0.030421611266811917,0.025965920727733405,-0.004455690539078513
